  0.391, -0.403,  9.753
  0.389, -0.402,  9.756
  0.389, -0.402,  9.756
  0.388, -0.402,  9.759
  0.388, -0.402,  9.759
  0.390, -0.401,  9.756
  0.390, -0.401,  9.756
  0.391, -0.404,  9.750
  0.391, -0.407,  9.747
  0.391, -0.407,  9.747
  0.391, -0.407,  9.742
  0.391, -0.407,  9.742
  0.389, -0.406,  9.743
  0.391, -0.399,  9.745
  0.391, -0.399,  9.745
  0.390, -0.392,  9.747
  0.390, -0.392,  9.747
  0.389, -0.388,  9.749
  0.385, -0.385,  9.749
  0.385, -0.385,  9.749
  0.382, -0.387,  9.743
  0.382, -0.387,  9.743
  0.379, -0.390,  9.740
  0.378, -0.394,  9.737
  0.378, -0.394,  9.737
  0.379, -0.400,  9.738
  0.379, -0.400,  9.738
  0.380, -0.404,  9.743
  0.383, -0.404,  9.749
  0.383, -0.404,  9.749
  0.389, -0.403,  9.752
  0.389, -0.403,  9.752
  0.391, -0.399,  9.751
  0.396, -0.397,  9.749
  0.396, -0.397,  9.749
  0.395, -0.395,  9.747
  0.390, -0.394,  9.749
  0.392, -0.395,  9.747
  0.392, -0.395,  9.747
  0.392, -0.399,  9.740
  0.391, -0.403,  9.735
  0.391, -0.403,  9.735
  0.388, -0.403,  9.735
  0.388, -0.403,  9.735
  0.385, -0.403,  9.737
  0.383, -0.401,  9.741
  0.383, -0.401,  9.741
  0.386, -0.397,  9.749
  0.386, -0.397,  9.749
  0.386, -0.395,  9.749
  0.388, -0.393,  9.743
  0.388, -0.393,  9.743
  0.389, -0.389,  9.740
  0.389, -0.389,  9.740
  0.389, -0.391,  9.731
  0.391, -0.391,  9.735
  0.391, -0.391,  9.735
  0.392, -0.392,  9.741
  0.392, -0.392,  9.741
  0.392, -0.394,  9.745
  0.392, -0.394,  9.750
  0.392, -0.394,  9.750
  0.393, -0.391,  9.747
  0.393, -0.391,  9.747
  0.393, -0.391,  9.743
  0.394, -0.391,  9.743
  0.394, -0.391,  9.743
  0.395, -0.394,  9.743
  0.395, -0.394,  9.743
  0.394, -0.397,  9.744
  0.394, -0.397,  9.744
  0.395, -0.400,  9.752
  0.394, -0.403,  9.758
  0.394, -0.403,  9.758
  0.392, -0.405,  9.758
  0.392, -0.405,  9.758
  0.392, -0.406,  9.759
  0.389, -0.404,  9.749
  0.389, -0.404,  9.749
  0.388, -0.402,  9.742
  0.388, -0.402,  9.742
  0.386, -0.398,  9.740
  0.385, -0.397,  9.741
  0.385, -0.397,  9.741
  0.387, -0.397,  9.749
  0.387, -0.397,  9.749
  0.388, -0.397,  9.755
  0.389, -0.400,  9.758
  0.389, -0.400,  9.758
  0.390, -0.400,  9.757
  0.390, -0.400,  9.757
  0.389, -0.397,  9.758
  0.388, -0.397,  9.750
  0.388, -0.397,  9.750
  0.391, -0.392,  9.747
  0.391, -0.392,  9.747
  0.389, -0.391,  9.744
  0.392, -0.388,  9.741
  0.392, -0.388,  9.741
  0.392, -0.389,  9.743
  0.392, -0.389,  9.743
  0.391, -0.389,  9.746
  0.392, -0.390,  9.747
  0.392, -0.390,  9.747
  0.392, -0.392,  9.744
  0.392, -0.392,  9.744
  0.394, -0.393,  9.743
  0.394, -0.393,  9.743
  0.392, -0.394,  9.740
  0.391, -0.395,  9.744
  0.391, -0.395,  9.744
  0.387, -0.394,  9.746
  0.387, -0.394,  9.746
  0.385, -0.395,  9.752
  0.384, -0.392,  9.754
  0.384, -0.392,  9.754
  0.383, -0.394,  9.752
  0.383, -0.394,  9.752
  0.385, -0.394,  9.748
  0.386, -0.397,  9.745
  0.386, -0.397,  9.745
  0.388, -0.399,  9.742
  0.388, -0.399,  9.742
  0.388, -0.398,  9.744
  0.388, -0.396,  9.749
  0.388, -0.396,  9.749
  0.386, -0.394,  9.753
  0.386, -0.394,  9.753
  0.386, -0.392,  9.756
  0.388, -0.391,  9.757
  0.388, -0.391,  9.757
  0.391, -0.394,  9.751
  0.391, -0.394,  9.751
  0.394, -0.394,  9.746
  0.397, -0.395,  9.743
  0.397, -0.395,  9.743
  0.395, -0.395,  9.743
  0.395, -0.395,  9.743
  0.395, -0.395,  9.748
  0.391, -0.395,  9.752
  0.391, -0.395,  9.752
  0.385, -0.395,  9.750
  0.385, -0.395,  9.750
  0.385, -0.394,  9.746
  0.385, -0.394,  9.746
  0.386, -0.395,  9.743
  0.388, -0.397,  9.742
  0.388, -0.397,  9.742
  0.392, -0.399,  9.745
  0.392, -0.399,  9.745
  0.392, -0.403,  9.750
  0.393, -0.404,  9.756
  0.393, -0.404,  9.756
  0.393, -0.404,  9.758
  0.393, -0.404,  9.758
  0.394, -0.404,  9.759
  0.394, -0.401,  9.756
  0.394, -0.401,  9.756
  0.392, -0.400,  9.751
  0.392, -0.400,  9.751
  0.391, -0.398,  9.745
  0.391, -0.396,  9.748
  0.391, -0.396,  9.748
  0.388, -0.397,  9.748
  0.388, -0.397,  9.748
  0.389, -0.398,  9.751
  0.389, -0.399,  9.755
  0.389, -0.399,  9.755
  0.390, -0.397,  9.752
  0.390, -0.397,  9.752
  0.388, -0.395,  9.750
  0.389, -0.394,  9.751
  0.389, -0.394,  9.751
  0.389, -0.394,  9.746
  0.389, -0.394,  9.746
  0.391, -0.395,  9.743
  0.392, -0.396,  9.744
  0.392, -0.396,  9.744
  0.393, -0.394,  9.744
  0.393, -0.394,  9.744
  0.394, -0.391,  9.747
  0.394, -0.391,  9.747
  0.395, -0.388,  9.747
  0.395, -0.386,  9.744
  0.395, -0.386,  9.744
  0.396, -0.386,  9.740
  0.396, -0.386,  9.740
  0.398, -0.389,  9.741
  0.397, -0.394,  9.743
  0.397, -0.394,  9.743
  0.400, -0.398,  9.747
  0.400, -0.398,  9.747
  0.398, -0.397,  9.752
  0.395, -0.397,  9.755
  0.395, -0.397,  9.755
  0.392, -0.394,  9.750
  0.392, -0.394,  9.750
  0.388, -0.391,  9.750
  0.389, -0.391,  9.740
  0.389, -0.391,  9.740
  0.388, -0.389,  9.737
  0.388, -0.389,  9.737
  0.389, -0.393,  9.732
  0.391, -0.398,  9.735
  0.391, -0.398,  9.735
  0.393, -0.403,  9.740
  0.393, -0.403,  9.740
  0.395, -0.407,  9.745
  0.398, -0.409,  9.749
  0.398, -0.409,  9.749
  0.401, -0.407,  9.749
  0.401, -0.407,  9.749
  0.403, -0.400,  9.743
  0.403, -0.400,  9.743
  0.404, -0.397,  9.739
  0.401, -0.394,  9.738
  0.401, -0.394,  9.738
  0.399, -0.394,  9.743
  0.399, -0.394,  9.743
  0.394, -0.395,  9.750
  0.388, -0.392,  9.761
  0.388, -0.392,  9.761
  0.385, -0.391,  9.767
  0.385, -0.391,  9.767
  0.383, -0.385,  9.762
  0.387, -0.386,  9.756
  0.387, -0.386,  9.756
  0.388, -0.388,  9.743
  0.388, -0.388,  9.743
  0.391, -0.394,  9.739
  0.393, -0.396,  9.740
  0.393, -0.396,  9.740
  0.393, -0.398,  9.744
  0.393, -0.398,  9.744
  0.392, -0.399,  9.752
  0.388, -0.395,  9.753
  0.388, -0.395,  9.753
  0.386, -0.395,  9.753
  0.386, -0.395,  9.753
  0.385, -0.393,  9.750
  0.384, -0.392,  9.750
  0.384, -0.392,  9.750
  0.388, -0.394,  9.746
  0.388, -0.394,  9.746
  0.391, -0.397,  9.749
  0.397, -0.397,  9.753
  0.397, -0.397,  9.753
  0.398, -0.401,  9.758
  0.398, -0.401,  9.758
  0.399, -0.400,  9.757
  0.399, -0.400,  9.757
  0.394, -0.399,  9.758
  0.392, -0.398,  9.750
  0.392, -0.398,  9.750
  0.388, -0.396,  9.743
  0.388, -0.396,  9.743
  0.388, -0.397,  9.740
  0.390, -0.397,  9.733
  0.390, -0.397,  9.733
  0.390, -0.400,  9.735
  0.390, -0.400,  9.735
  0.392, -0.399,  9.738
  0.393, -0.400,  9.744
  0.393, -0.400,  9.744
  0.394, -0.398,  9.749
  0.394, -0.398,  9.749
  0.395, -0.398,  9.752
  0.394, -0.398,  9.752
  0.394, -0.398,  9.752
  0.393, -0.397,  9.751
  0.393, -0.397,  9.751
  0.390, -0.400,  9.750
  0.390, -0.400,  9.743
  0.390, -0.400,  9.743
  0.389, -0.402,  9.741
  0.389, -0.402,  9.741
  0.390, -0.401,  9.738
  0.391, -0.402,  9.741
  0.391, -0.402,  9.741
  0.391, -0.401,  9.743
  0.391, -0.401,  9.743
  0.388, -0.402,  9.747
  0.386, -0.400,  9.747
  0.386, -0.400,  9.747
  0.383, -0.399,  9.749
  0.383, -0.399,  9.749
  0.384, -0.397,  9.753
  0.384, -0.397,  9.753
  0.385, -0.397,  9.759
  0.388, -0.398,  9.760
  0.388, -0.398,  9.760
  0.388, -0.398,  9.761
  0.388, -0.398,  9.761
  0.392, -0.399,  9.757
  0.391, -0.398,  9.751
  0.391, -0.398,  9.751
  0.391, -0.397,  9.752
  0.391, -0.397,  9.752
  0.388, -0.397,  9.753
  0.388, -0.398,  9.755
  0.388, -0.398,  9.755
  0.386, -0.400,  9.760
  0.386, -0.400,  9.760
  0.388, -0.398,  9.759
  0.386, -0.401,  9.756
  0.386, -0.401,  9.756
  0.386, -0.398,  9.750
  0.386, -0.398,  9.750
  0.385, -0.398,  9.747
  0.387, -0.398,  9.744
  0.387, -0.398,  9.744
  0.390, -0.398,  9.749
  0.390, -0.398,  9.749
  0.391, -0.396,  9.755
  0.393, -0.395,  9.759
  0.393, -0.395,  9.759
  0.392, -0.394,  9.760
  0.392, -0.394,  9.760
  0.391, -0.394,  9.755
  0.391, -0.394,  9.755
  0.388, -0.393,  9.746
  0.384, -0.394,  9.740
  0.384, -0.394,  9.740
  0.382, -0.392,  9.736
  0.382, -0.392,  9.736
  0.381, -0.389,  9.738
  0.380, -0.389,  9.740
  0.380, -0.389,  9.740
  0.379, -0.386,  9.738
  0.379, -0.386,  9.738
  0.381, -0.386,  9.736
  0.382, -0.388,  9.732
  0.382, -0.388,  9.732
  0.383, -0.389,  9.732
  0.383, -0.389,  9.732
  0.382, -0.391,  9.733
  0.383, -0.393,  9.735
  0.383, -0.393,  9.735
  0.381, -0.394,  9.741
  0.381, -0.394,  9.741
  0.385, -0.396,  9.750
  0.385, -0.396,  9.757
  0.385, -0.396,  9.757
  0.387, -0.397,  9.761
  0.387, -0.397,  9.761
  0.386, -0.397,  9.758
  0.386, -0.398,  9.751
  0.386, -0.398,  9.751
  0.383, -0.398,  9.745
  0.383, -0.398,  9.745
  0.380, -0.398,  9.741
  0.380, -0.400,  9.739
  0.380, -0.400,  9.739
  0.380, -0.401,  9.740
  0.380, -0.401,  9.740
  0.386, -0.402,  9.741
  0.386, -0.402,  9.741
  0.390, -0.401,  9.747
  0.394, -0.395,  9.749
  0.394, -0.395,  9.749
  0.398, -0.393,  9.746
  0.398, -0.393,  9.746
  0.398, -0.392,  9.741
  0.397, -0.392,  9.734
  0.397, -0.392,  9.734
  0.396, -0.395,  9.734
  0.396, -0.395,  9.734
  0.391, -0.395,  9.734
  0.389, -0.397,  9.738
  0.389, -0.397,  9.738
  0.385, -0.398,  9.740
  0.385, -0.398,  9.740
  0.383, -0.402,  9.740
  0.384, -0.403,  9.738
  0.384, -0.403,  9.738
  0.386, -0.404,  9.738
  0.386, -0.404,  9.738
  0.387, -0.405,  9.741
  0.388, -0.406,  9.741
  0.388, -0.406,  9.741
  0.388, -0.409,  9.747
  0.388, -0.409,  9.747
  0.388, -0.409,  9.748
  0.388, -0.406,  9.749
  0.388, -0.406,  9.749
  0.387, -0.399,  9.746
  0.387, -0.399,  9.746
  0.388, -0.395,  9.742
  0.386, -0.392,  9.738
  0.386, -0.392,  9.738
  0.389, -0.397,  9.737
  0.389, -0.397,  9.737
  0.392, -0.399,  9.737
  0.392, -0.399,  9.737
  0.394, -0.402,  9.744
  0.397, -0.400,  9.749
  0.397, -0.400,  9.749
  0.395, -0.395,  9.751
  0.395, -0.395,  9.751
  0.391, -0.392,  9.750
  0.386, -0.387,  9.743
  0.386, -0.387,  9.743
  0.383, -0.385,  9.739
  0.383, -0.385,  9.739
  0.383, -0.385,  9.739
  0.385, -0.386,  9.740
  0.385, -0.386,  9.740
  0.385, -0.388,  9.745
  0.385, -0.388,  9.745
  0.388, -0.393,  9.749
  0.387, -0.395,  9.752
  0.387, -0.395,  9.752
  0.388, -0.397,  9.753
  0.388, -0.397,  9.753
  0.387, -0.396,  9.752
  0.385, -0.397,  9.746
  0.385, -0.397,  9.746
  0.385, -0.398,  9.746
  0.385, -0.398,  9.746
  0.384, -0.400,  9.746
  0.386, -0.402,  9.749
  0.386, -0.402,  9.749
  0.387, -0.399,  9.754
  0.387, -0.399,  9.754
  0.388, -0.398,  9.759
  0.391, -0.395,  9.758
  0.391, -0.395,  9.758
  0.392, -0.393,  9.758
  0.392, -0.393,  9.758
  0.394, -0.391,  9.756
  0.394, -0.391,  9.756
  0.395, -0.390,  9.756
  0.394, -0.389,  9.756
  0.394, -0.389,  9.756
  0.393, -0.392,  9.760
  0.393, -0.392,  9.760
  0.392, -0.395,  9.760
  0.394, -0.397,  9.762
  0.394, -0.397,  9.762
  0.396, -0.403,  9.756
  0.396, -0.403,  9.756
  0.396, -0.404,  9.750
  0.392, -0.403,  9.741
  0.392, -0.403,  9.741
  0.391, -0.401,  9.738
  0.391, -0.401,  9.738
  0.388, -0.397,  9.740
  0.388, -0.392,  9.748
  0.388, -0.392,  9.748
  0.392, -0.394,  9.757
  0.392, -0.394,  9.757
  0.393, -0.392,  9.762
  0.395, -0.394,  9.760
  0.395, -0.394,  9.760
  0.395, -0.394,  9.753
  0.395, -0.394,  9.753
  0.395, -0.395,  9.749
  0.392, -0.398,  9.745
  0.392, -0.398,  9.745
  0.389, -0.397,  9.749
  0.389, -0.397,  9.749
  0.387, -0.398,  9.750
  0.382, -0.396,  9.752
  0.382, -0.396,  9.752
  0.380, -0.393,  9.752
  0.380, -0.393,  9.752
  0.379, -0.388,  9.750
  0.379, -0.388,  9.750
  0.379, -0.387,  9.745
  0.384, -0.385,  9.740
  0.384, -0.385,  9.740
  0.389, -0.388,  9.734
  0.389, -0.388,  9.734
  0.392, -0.389,  9.735
  0.396, -0.392,  9.738
  0.396, -0.392,  9.738
  0.395, -0.394,  9.744
  0.395, -0.394,  9.744
  0.394, -0.397,  9.746
  0.391, -0.396,  9.743
  0.391, -0.396,  9.743
  0.387, -0.397,  9.738
  0.387, -0.397,  9.738
  0.386, -0.395,  9.740
  0.385, -0.396,  9.743
  0.385, -0.396,  9.743
  0.389, -0.398,  9.747
  0.389, -0.398,  9.747
  0.389, -0.403,  9.753
  0.389, -0.406,  9.754
  0.389, -0.406,  9.754
  0.388, -0.407,  9.752
  0.388, -0.407,  9.752
  0.388, -0.409,  9.752
  0.389, -0.407,  9.747
  0.389, -0.407,  9.747
  0.394, -0.406,  9.746
  0.394, -0.406,  9.746
  0.395, -0.401,  9.741
  0.395, -0.401,  9.741
  0.395, -0.397,  9.742
  0.392, -0.395,  9.742
  0.392, -0.395,  9.742
  0.391, -0.392,  9.742
  0.391, -0.392,  9.742
  0.391, -0.393,  9.743
  0.393, -0.394,  9.742
  0.393, -0.394,  9.742
  0.392, -0.395,  9.738
  0.392, -0.395,  9.738
  0.392, -0.396,  9.739
  0.392, -0.397,  9.743
  0.392, -0.397,  9.743
  0.393, -0.395,  9.748
  0.393, -0.395,  9.748
  0.397, -0.392,  9.759
  0.397, -0.391,  9.763
  0.397, -0.391,  9.763
  0.398, -0.392,  9.765
  0.398, -0.392,  9.765
  0.395, -0.391,  9.763
  0.397, -0.394,  9.759
  0.397, -0.394,  9.759
  0.398, -0.395,  9.753
  0.398, -0.395,  9.753
  0.398, -0.397,  9.750
  0.397, -0.394,  9.748
  0.397, -0.394,  9.748
  0.393, -0.396,  9.744
  0.393, -0.396,  9.744
  0.388, -0.390,  9.743
  0.386, -0.391,  9.738
  0.386, -0.391,  9.738
  0.385, -0.389,  9.733
  0.385, -0.389,  9.733
  0.386, -0.389,  9.733
  0.386, -0.389,  9.733
  0.388, -0.391,  9.736
  0.391, -0.392,  9.747
  0.391, -0.392,  9.747
  0.391, -0.396,  9.751
  0.391, -0.396,  9.751
  0.394, -0.400,  9.759
  0.393, -0.400,  9.760
  0.393, -0.400,  9.760
  0.395, -0.400,  9.763
  0.395, -0.400,  9.763
  0.393, -0.395,  9.762
  0.392, -0.393,  9.756
  0.392, -0.393,  9.756
  0.393, -0.390,  9.749
  0.393, -0.390,  9.749
  0.393, -0.391,  9.740
  0.395, -0.394,  9.734
  0.395, -0.394,  9.734
  0.394, -0.396,  9.737
  0.394, -0.396,  9.737
  0.392, -0.397,  9.738
  0.392, -0.396,  9.744
  0.392, -0.396,  9.744
  0.388, -0.397,  9.745
  0.388, -0.397,  9.745
  0.391, -0.396,  9.743
  0.393, -0.397,  9.743
  0.393, -0.397,  9.743
  0.394, -0.395,  9.741
  0.394, -0.395,  9.741
  0.398, -0.394,  9.744
  0.398, -0.392,  9.747
  0.398, -0.392,  9.747
  0.395, -0.392,  9.753
  0.395, -0.392,  9.753
  0.395, -0.395,  9.754
  0.395, -0.395,  9.754
  0.394, -0.395,  9.756
  0.392, -0.397,  9.753
  0.392, -0.397,  9.753
  0.389, -0.399,  9.749
  0.389, -0.399,  9.749
  0.386, -0.400,  9.746
  0.384, -0.400,  9.746
  0.384, -0.400,  9.746
  0.386, -0.398,  9.750
  0.386, -0.398,  9.750
  0.388, -0.395,  9.752
  0.392, -0.392,  9.755
  0.392, -0.392,  9.755
  0.396, -0.391,  9.752
  0.396, -0.391,  9.752
  0.397, -0.391,  9.750
  0.398, -0.394,  9.749
  0.398, -0.394,  9.749
  0.398, -0.397,  9.755
  0.398, -0.397,  9.755
  0.396, -0.401,  9.759
  0.395, -0.404,  9.762
  0.395, -0.404,  9.762
  0.390, -0.402,  9.762
  0.390, -0.402,  9.762
  0.391, -0.399,  9.759
  0.386, -0.395,  9.751
  0.386, -0.395,  9.751
  0.389, -0.394,  9.749
  0.389, -0.394,  9.749
  0.388, -0.398,  9.741
  0.389, -0.401,  9.740
  0.389, -0.401,  9.740
  0.386, -0.406,  9.744
  0.386, -0.406,  9.744
  0.385, -0.405,  9.750
  0.385, -0.405,  9.750
  0.381, -0.400,  9.756
  0.383, -0.398,  9.759
  0.383, -0.398,  9.759
  0.383, -0.394,  9.754
  0.383, -0.394,  9.754
  0.386, -0.392,  9.749
  0.386, -0.395,  9.744
  0.386, -0.395,  9.744
  0.386, -0.396,  9.746
  0.386, -0.396,  9.746
  0.385, -0.398,  9.749
  0.383, -0.401,  9.755
  0.383, -0.401,  9.755
  0.383, -0.400,  9.750
  0.383, -0.400,  9.750
  0.383, -0.401,  9.747
  0.387, -0.400,  9.744
  0.387, -0.400,  9.744
  0.391, -0.400,  9.743
  0.391, -0.400,  9.743
  0.397, -0.401,  9.747
  0.402, -0.404,  9.753
  0.402, -0.404,  9.753
  0.402, -0.406,  9.758
  0.402, -0.406,  9.758
  0.406, -0.410,  9.758
  0.404, -0.410,  9.754
  0.404, -0.410,  9.754
  0.403, -0.407,  9.759
  0.403, -0.407,  9.759
  0.399, -0.405,  9.751
  0.399, -0.405,  9.751
  0.392, -0.401,  9.741
  0.385, -0.397,  9.750
  0.385, -0.397,  9.750
  0.381, -0.389,  9.736
  0.381, -0.389,  9.736
  0.377, -0.380,  9.742
  0.376, -0.371,  9.749
  0.376, -0.371,  9.749
  0.373, -0.368,  9.747
  0.373, -0.368,  9.747
  0.376, -0.370,  9.752
  0.379, -0.378,  9.756
  0.379, -0.378,  9.756
  0.390, -0.388,  9.741
  0.390, -0.388,  9.741
  0.401, -0.402,  9.743
  0.412, -0.412,  9.743
  0.412, -0.412,  9.743
  0.418, -0.424,  9.741
  0.418, -0.424,  9.741
  0.417, -0.423,  9.750
  0.411, -0.419,  9.759
  0.411, -0.419,  9.759
  0.400, -0.406,  9.750
  0.400, -0.406,  9.750
  0.385, -0.389,  9.753
  0.373, -0.375,  9.750
  0.373, -0.375,  9.750
  0.362, -0.365,  9.741
  0.362, -0.365,  9.741
  0.361, -0.363,  9.743
  0.365, -0.368,  9.746
  0.365, -0.368,  9.746
  0.377, -0.379,  9.749
  0.377, -0.379,  9.749
  0.391, -0.390,  9.756
  0.391, -0.390,  9.756
  0.402, -0.402,  9.756
  0.406, -0.414,  9.750
  0.406, -0.414,  9.750
  0.407, -0.422,  9.749
  0.407, -0.422,  9.749
  0.404, -0.425,  9.742
  0.396, -0.418,  9.745
  0.396, -0.418,  9.745
  0.390, -0.406,  9.751
  0.390, -0.406,  9.751
  0.380, -0.392,  9.749
  0.376, -0.377,  9.758
  0.376, -0.377,  9.758
  0.374, -0.369,  9.763
  0.374, -0.369,  9.763
  0.377, -0.370,  9.756
  0.386, -0.379,  9.762
  0.386, -0.379,  9.762
  0.395, -0.394,  9.750
  0.395, -0.394,  9.750
  0.404, -0.410,  9.741
  0.412, -0.422,  9.743
  0.412, -0.422,  9.743
  0.415, -0.429,  9.736
  0.415, -0.429,  9.736
  0.415, -0.430,  9.731
  0.412, -0.424,  9.734
  0.412, -0.424,  9.734
  0.406, -0.410,  9.728
  0.406, -0.410,  9.728
  0.398, -0.394,  9.730
  0.391, -0.378,  9.739
